头实体,关系,尾实体,依据,文献,品种,关系数量
绿茶,包含,茶多酚,"同时可以提高茶叶氨基酸含量，而茶多酚含量变化不大;一定的光照条件可以促进植物体内茶多酚等芳香物质和氨基酸的形成和累积,有利于品质提高,但光照过强,反而不利于茶叶中茶多酚的形成。;遮荫后，可溶性糖的增量较小，FF增加 0.56%，FS 增加 1.98%；此外，茶多酚含量 FF 下降6.10%，FS 降低 6.89%，儿茶素含量 FF 下降 3.18%，FS下降3.84%;前期日照时数的减少，茶叶中氨基酸和茶多酚含量将分别增加和下降。;单施有机肥和混施有机肥的茶叶中茶多酚、咖啡碱、氨基酸和水浸出物的含量均显著增加，酚氨比减小;叶面喷施 0.02 g/I处理茶叶各化学品质指标含量最高,化;结果表明,茶叶无机硒含量、有机硒含量与总硒含量随叶面喷施硒浓度的增加而增加。;土壤pH适宜茶树种植。土壤pH与茶多酚、儿茶素呈u型关系;900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。;夏季遮光显著降低了茶多酚含量;巨芽孢杆菌、胶体芽孢杆菌和枯草芽孢杆菌基生物有机肥与常规化肥相比，茶多酚、氨基酸和咖啡因含量分别提高了17.71%、33.5%和22.20%。;在水分胁迫下,茶树叶片碳氮合成代谢会减弱,使氨基酸和蛋白质的合成遭受严重影响,干早会促使叶片老化,使茶树新梢中茶多酚、素咖啡碱等含量显著降低，导致茶叶的品质下降。;研究发现增施有机肥较习惯施肥提高了茶叶中水浸出物、游离氨基酸、茶多酚的含量，并降低了咖啡碱
含量和酚氨比;2017 年全年茶青产量提高了 13.28%和2.5%，茶叶中的水浸出物、氨基酸和茶多酚的含量均有所提高，酚氨比降低，
提高了绿茶的品质。;在茶叶品质方面，施用土壤改良剂显著提高了茶中咖啡因含量，BF和BMF处理显著提高了茶多酚、游离氨基酸和水提取物含量。此外，BMF显著降低了多酚与氨基酸的比例。;BMF处理显著提高了茶叶品质，包括茶多酚、氨基酸、咖啡因和水提取物含量，分别比对照提高了16.46%、32.67%、39.22%和22.54%。;在一定的海拔范围内，海拔升高会增强茶树的N代谢，有利于氨基酸等化合物的积累（Wang et al ., 2022b）。随着海拔的升高，氨基酸和咖啡因的含量增加，而茶多酚的丰度在海拔超过800 m后开始增加，然后开始下降（Wang et al, 2024c）;随海拔的升高，儿茶素和茶多酚含量随之减少，茶氨酸增加，某些鲜爽、清香型芳香物质大量积累，形成了山东绿茶香气纯正、滋味醇厚、口感鲜爽的特点。;茶园温度的3个指标与茶青产量和茶青茶产率呈正相关趋势，与咖啡碱、茶多酚和氨基酸含量呈显著或极显著的正相关，与茶青叶绿素含量呈正相关关系;与对照相比，P+C处理的百芽重（BW）、游离氨基酸（AA）、茶多酚（TPC）和叶绿素（Chl）含量分别比对照提高了29.98%、14.41%、22.49%和28.85%。;因为空气中较高的湿度不仅能抑制茶叶中纤维素的合成，保持芽叶柔嫩，而且能够增强太阳辐射的漫射
效应，有利于茶多酚、氨基酸等芳香物质的形成( 张玮玮等，2012) 。;园空气湿度的3个指标与茶青产量呈正相关关系，与茶青杂率呈负相关关系，而与茶青品质的咖啡碱、茶多酚2个生化指标呈正相关关系，与氨基酸和叶绿素含量呈负相关关系。;茶杉复合茶园茶叶中氨基酸、叶绿素、咖啡碱和水浸出物的含量均不同程度高于单一茶园，儿茶素和茶多酚总量均低于单一茶园?茶杉复合茶园鲜叶制作的夏秋茶表现为外形色泽翠绿，汤色翠绿明亮，香味栗香持久，叶底黄绿鲜活，整体感官评价明显优于单一茶园;茶树冠面光照强度与茶青产量和茶产率呈正相关趋势，而与茶青品质各生化指标均呈负相关趋势，相关系数均未达显著水平。;遮荫后，可溶性糖的增量较小，FF增加 0.56%，FS 增加 1.98%；此外，茶多酚含量 FF 下降6.10%，FS 降低 6.89%，儿茶素含量 FF 下降 3.18%，FS下降3.84%;遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;周正科研究表明，在一定范围内茶多酚含量随遮光率的增加而逐渐减少;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.94%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。;降水不足会导致茶多酚和淀粉含量下降，而降水过多也会影响茶树的呼吸和养分吸收效率(Muoki et al ., 2020；Wijeratne et al, 2007)。","喷施叶面肥对春茶产量及品质的影响;基于气候指数的安徽省茶叶气候品质评价;四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;近55年来浙江省茶叶高温干旱灾害特征及防御技术研艽;不同有机肥处理对茶园土壤茶树生长及茶叶品质的影响;叶面喷施硒肥对绿茶硒含量及品质的影响;A Quadratic Regression Model to Quantify Plantation Soil Factors That Affect Tea Quality;有机肥部分替代化肥对成龄绿茶产量及品质的影响;高温时期遮荫处理对茶树生长的影响;Efects of?Bio?organic Fertilizer on?Soil Fertility, Yield, and?Quality of?Tea;高温干旱对茶树生长和品质影响机理的研究进展;有机肥+茶树专用肥”高效施用技术模式;减施化肥和配施有机肥对茶园土壤养分及茶叶产量和品质的影响;Combined application of?biochar and?magnesium fertilizer effectively improved the?soil environment and?the?tea quality in?southern strongly acidic tea garden;Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ;山东绿茶品质的影响因素分析;南京地区大棚茶园小气候特征及对茶青产量和品质效应;Sustainable regulation of?calcium magnesium phosphate and?rapeseed cake on?soil?tea system in?Mount Lushan, China;近55年来浙江省茶叶高温干旱灾害特征及防御技术研艽;南京地区大棚茶园小气候特征及对茶青产量和品质效应;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究",春茶;安徽茶;四川绿茶;浙江绿茶;陕西茶;贵州绿茶都匀毛尖;信阳毛尖茶;成龄茶;亚热带丘陵红壤茶园;浙江茶;通用;浙江绿茶;福建茶;山东绿茶/通用;南京绿茶;庐山云雾茶;安徽茶;南京绿茶;亚热带丘陵茶;四川绿茶;亚热带丘陵茶;通用,33
绿茶,包含,茶碱含量,鲜茶叶中氨基酸、茶碱含量和总风味化合物含量与铁含量的相关系数分别为0.382、0.395和0.441。E，显著正相关),Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,1
绿茶,包含,茶叶无机硒含量,"结果表明,茶叶无机硒含量、有机硒含量与总硒含量随叶面喷施硒浓度的增加而增加。",叶面喷施硒肥对绿茶硒含量及品质的影响,贵州绿茶都匀毛尖,1
绿茶,包含,持嫩性,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮阴使茶树叶片变薄、叶张增大、含水率提高等表明遮阴能够改变叶片的组织结构，增强鲜叶的持嫩性 ;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.99%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶;通用,3
绿茶,包含,醇,土壤理化性状中有机质和全氮含量对茶叶鲜叶中醇含量有显著影响（相关系数分别为0.51和0.569）（P < 0.01）,Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,宣恩县茶,2
绿茶,包含,粗纤维,遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.95%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,1
绿茶,包含,粗纤维含量,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响,亚热带丘陵茶,1
绿茶,包含,翠绿明亮,茶杉复合茶园茶叶中氨基酸、叶绿素、咖啡碱和水浸出物的含量均不同程度高于单一茶园，儿茶素和茶多酚总量均低于单一茶园?茶杉复合茶园鲜叶制作的夏秋茶表现为外形色泽翠绿，汤色翠绿明亮，香味栗香持久，叶底黄绿鲜活，整体感官评价明显优于单一茶园,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响,亚热带丘陵茶,1
绿茶,包含,蛋氨酸,"在调高的促味氨基酸中，l -蛋氨酸（Met）、Pro、Ala、l -苏氨酸（Thr）和Ser是甜味化合物；谷氨酸（Glu）、谷氨酸（Gln）、l -天冬氨酸（Asn）和l -天冬氨酸（Asp）构成鲜味；苯丙氨酸和l -甘氨酸（Gly）产生花香[Yu and Yang综述][18]。Asn在间作中上调幅度最大（3.30倍）。值得注意的是，对口感贡献最大的氨基酸，如Glu、Asp和Gln，在间作体系中浓度均在10,000 nmol/g以上，为间作体系中生产优质绿茶提供了丰富的原料",Non-targeted and targeted metabolomics profiling of tea plants (Camellia sinensis) in response to its intercropping with Chinese chestnut,宝洪茶,1
绿茶,包含,蛋氨酸 ,表9 遮荫处理下鲜叶的游离氨基酸组分分析,四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,通用,1
绿茶,包含,蛋白质,"在水分胁迫下,茶树叶片碳氮合成代谢会减弱,使氨基酸和蛋白质的合成遭受严重影响,干早会促使叶片老化,使茶树新梢中茶多酚、素咖啡碱等含量显著降低，导致茶叶的品质下降。;气温低时，氨基酸、蛋白质及一些含氮化合物增 加，形成了茶叶鲜爽的滋味特点。 ",高温干旱对茶树生长和品质影响机理的研究进展;山东绿茶品质的影响因素分析,通用;山东绿茶/通用,3
绿茶,包含,氮,此外，在采摘前中期，施用叶面肥 1 和叶面肥 2 可适当促进茶树对氮、磷、钾的吸收。;此外，在采摘前中期，施用叶面肥 1 和叶面肥 3 可适当促进茶树对氮、磷、钾的吸收。,喷施叶面肥对春茶产量及品质的影响,春茶,2
绿茶,包含,淀粉,"降水不足会导致茶多酚和淀粉含量下降，而降水过多也会影响茶树的呼吸和养分吸收效率(Muoki et al ., 2020；Wijeratne et al, 2008)。",Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ,通用,1
绿茶,包含,对照绿,遮光后茶叶茶多酚、粗纤维含量减少，叶绿素、咖啡碱、氨基酸含量增加 ，茶叶的持嫩性增加、苦涩味减少、鲜爽度提高颜色要较对照绿，绿茶的品质得到提高;遮荫后，茶叶茶多酚、粗纤维含量减少，相比对照，茶多酚最高减少13.45%，粗纤维最多减少56.4%:叶绿素、咖啡碱、氨基酸含量增加，相比对照，三者的增加最大值分别为40.65%、18.80%和15.102%。故遮荫后茶叶的持嫩性增加、苦涩味减少、鲜爽度提高，颜色较对照绿，绿茶的品质得到提高。,生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;茶园遮荫栽培与茶叶品质相关性机理的研究,亚热带丘陵茶,2
绿茶,包含,多酚,80T栽培的板栗间作绿茶的多酚和氨基酸比值最低，间作保洪绿茶中氨基酸含量较高，多酚含量较低，导致茶多酚与氨基酸比值较低，特别是80 T样品,Non-targeted and targeted metabolomics profiling of tea plants (Camellia sinensis) in response to its intercropping with Chinese chestnut,宝洪茶,1
绿茶,包含,多酚类物,缺氮显著降低了茶叶的N含量、干重、叶绿素含量、l -茶氨酸和N代谢相关酶的活性，提高了总黄酮类化合物和多酚类物质的含量。,Molecular and?physiological mechanisms of?tea (Camellia sinensis (L.) O. Kuntze) leaf and?root in?response to?nitrogen defciency,不明,1
绿茶,包含,多酚类物质,"适当的提高温度有利于茶树体内的碳代谢及糖类物质生成，糖类物质向多酚类物质的转化也加
快。 ;红光则能提升多酚类物质的含量。",山东绿茶品质的影响因素分析;影响茶树生长和茶叶品质的主要环境因子及其适应机制,山东绿茶/通用;通用,2
绿茶,包含,儿茶素,"遮荫有利于茶树简单儿茶素的积累，‘福鼎大白茶’、‘三花1951’在遮蔽栽培后，苦涩味指数下降17.99%、12.28%，对于春末绿茶出现“鲜爽”感官品质具有重要贡献;遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,;遮荫后，可溶性糖的增量较小，FF增加 0.56%，FS 增加 1.98%；此外，茶多酚含量 FF 下降6.10%，FS 降低 6.89%，儿茶素含量 FF 下降 3.18%，FS下降3.85%;低强度短时间的光照促进茶树体内儿茶素的积累，而光照过多则会抑制儿茶素的积累。;土壤pH适宜茶树种植。土壤pH与茶多酚、儿茶素呈u型关系;儿茶素与真菌多样性呈正相关，而总氨基酸和茶氨酸与真菌多样性呈负相关;900kg商品有机肥处理能增加茶芽的发芽密度及百芽重；在成品茶感官品质上表现为香气更为高爽清鲜，味道更为鲜爽甘甜；茶叶的氨基酸含量更高，茶多酚含量更低，氨酚比更适宜，且以EGCG、EGC为代表的儿茶素含量更低。;6月份儿茶素浓度高于9月份（p<0.05）;咖啡因、氨基酸和茶多酚等物质是茶叶品质的重要组成部分，干旱胁迫下茶叶中的总游离氨基酸、咖啡碱、总儿茶素等含量减少;水稻土产茶鲜叶氨基酸含量显著低于红壤和黄壤，儿茶素和黄酮醇苷含量显著高于其他土壤（P < 0.06）。;随着海拔的升高，氨基酸含量逐渐升高，儿茶素含量呈现先降低后升高的趋势；儿茶素含量随海拔升高而变化；黄酮类（醇类）苷含量在各海拔范围内变化不明显。;随着海拔的升高，总儿茶素含量先下降后上升（表3）;随海拔的升高，儿茶素和茶多酚含量随之减少，茶氨酸增加，某些鲜爽、清香型芳香物质大量积累，形成了山东绿茶香气纯正、滋味醇厚、口感鲜爽的特点。;茶杉复合茶园茶叶中氨基酸、叶绿素、咖啡碱和水浸出物的含量均不同程度高于单一茶园，儿茶素和茶多酚总量均低于单一茶园?茶杉复合茶园鲜叶制作的夏秋茶表现为外形色泽翠绿，汤色翠绿明亮，香味栗香持久，叶底黄绿鲜活，整体感官评价明显优于单一茶园;遮荫有利于茶树简单儿茶素的积累，‘福鼎大白茶’、‘三花1951’在遮蔽栽培后，苦涩味指数下降17.99%、12.27%，对于春末绿茶出现“鲜爽”感官品质具有重要贡献;遮荫后,2个品种鲜叶试样的水浸出物、儿茶素、咖啡碱、氨基酸含量显著增加,;遮荫有利于茶树简单儿茶素的积累，‘福鼎大白茶’、‘三花1951’在遮蔽栽培后，苦涩味指数下降 17.99%、12.27%，对于春末绿茶出现“鲜爽”感官品质具有重要贡献",四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;A Quadratic Regression Model to Quantify Plantation Soil Factors That Affect Tea Quality;Variations in?the?composition of?tea leaves and?soil microbial  community;有机肥部分替代化肥对成龄绿茶产量及品质的影响;影响茶树生长和茶叶品质的主要环境因子及其适应机制;Comprehensive analysis of environmental factors on the quality of tea (Camellia sinensis var. sinensis) fresh leaves ;山东绿茶品质的影响因素分析;生境管理对亚热带丘陵茶园生态环境与茶叶品质的影响;四川茶区遮荫栽培对绿茶产量及制茶品质的综合影响,四川绿茶/通用;四川绿茶/福鼎大白茶/三花;四川绿茶;通用;信阳毛尖茶;韩国济州岛茶;成龄茶;通用;宣恩县茶;山东绿茶/通用;亚热带丘陵茶;四川绿茶/通用;四川绿茶/福鼎大白茶/三花;四川绿茶/通用,17
